Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_More_Than_Months,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
6,Self_Employed,,12.0,yes,1,2,10.0,2.0,3.0,1.0,1,condominium,12.0,Selangor,,4784.0,1141490.0,12164.0,Reject,7
6,Self_Employed,221424.0,,no,1,2,10.0,2.0,3.0,1.0,1,condominium,,Selangor,,,765549.0,,Accept,6
6,Self_Employed,257780.0,14.0,yes,1,2,,2.0,3.0,1.0,1,condominium,,Selangor,3.0,4873.0,1246948.0,11216.0,Accept,9
6,Self_Employed,799628.0,11.0,no,1,2,10.0,,,,1,condominium,12.0,Selangor,1.0,,663890.0,,Accept,6
6,Self_Employed,113127.0,14.0,yes,1,2,10.0,2.0,3.0,1.0,2,condominium,12.0,Selangor,1.0,11669.0,602912.0,,Accept,6
6,Self_Employed,589622.0,18.0,no,1,2,10.0,,,1.0,3,condominium,12.0,Selangor,1.0,,1169422.0,,Reject,9
6,Self_Employed,520746.0,13.0,yes,1,2,10.0,2.0,,1.0,3,condominium,,Selangor,1.0,4350.0,487554.0,,Reject,9
6,Self_Employed,656728.0,,no,1,2,10.0,,3.0,,1,condominium,12.0,Selangor,,6373.0,786886.0,13537.0,Accept,6
6,Self_Employed,696776.0,21.0,yes,1,2,,2.0,,1.0,1,condominium,12.0,Selangor,2.0,5703.0,948593.0,,Accept,7
6,Self_Employed,500088.0,11.0,no,1,2,10.0,2.0,3.0,1.0,2,condominium,12.0,Selangor,3.0,7258.0,559355.0,,Accept,8
6,Self_Employed,493249.0,,yes,1,2,,,3.0,1.0,1,condominium,12.0,Selangor,1.0,8764.0,537160.0,,Reject,9
6,Self_Employed,276176.0,,no,1,2,10.0,2.0,3.0,,1,condominium,12.0,Selangor,1.0,9123.0,1226412.0,12326.0,Accept,8
6,Self_Employed,,14.0,yes,1,2,10.0,2.0,,,3,condominium,12.0,Selangor,,11398.0,,9948.0,Accept,7
6,Self_Employed,491654.0,21.0,no,1,2,10.0,2.0,3.0,,2,condominium,12.0,Selangor,2.0,5091.0,1158476.0,,Reject,8
6,Self_Employed,305599.0,13.0,yes,1,2,10.0,,,,1,condominium,12.0,Selangor,1.0,8383.0,1203547.0,15089.0,Accept,7
6,Self_Employed,698200.0,21.0,no,1,2,10.0,2.0,3.0,1.0,2,condominium,12.0,Selangor,3.0,10094.0,457058.0,11401.0,Reject,9
6,Self_Employed,352461.0,,yes,1,2,,2.0,3.0,1.0,2,condominium,12.0,Selangor,1.0,5111.0,1265882.0,13173.0,Accept,6
6,Self_Employed,204930.0,,no,1,2,10.0,,,1.0,1,condominium,12.0,Selangor,2.0,7248.0,1279428.0,11378.0,Accept,7
6,Self_Employed,625975.0,14.0,yes,1,2,10.0,2.0,,,2,condominium,12.0,Selangor,,9796.0,806645.0,7907.0,Reject,8
6,Self_Employed,101773.0,18.0,no,1,2,10.0,2.0,3.0,1.0,2,condominium,12.0,Selangor,2.0,10562.0,697555.0,,Reject,9
6,Self_Employed,,23.0,yes,1,2,10.0,2.0,3.0,1.0,3,condominium,12.0,Selangor,2.0,5720.0,1353992.0,,Accept,6
6,Self_Employed,111851.0,12.0,no,1,2,10.0,2.0,,1.0,1,condominium,12.0,Selangor,1.0,5842.0,1250931.0,13359.0,Accept,8
6,Self_Employed,761903.0,22.0,yes,1,2,10.0,2.0,3.0,,3,condominium,12.0,Selangor,2.0,5889.0,1442036.0,,Reject,6
6,Self_Employed,486906.0,10.0,no,1,2,,,3.0,1.0,3,condominium,12.0,Selangor,1.0,12397.0,1084361.0,19974.0,Reject,9
6,Self_Employed,,10.0,yes,1,2,10.0,,,1.0,1,condominium,12.0,Selangor,3.0,,,10861.0,Accept,9
6,Self_Employed,120318.0,19.0,no,1,2,,2.0,,1.0,3,condominium,12.0,Selangor,2.0,8874.0,1270989.0,8533.0,Reject,8
6,Self_Employed,571759.0,24.0,yes,1,2,10.0,,3.0,1.0,1,condominium,12.0,Selangor,2.0,5065.0,,15772.0,Reject,8
6,Self_Employed,,18.0,no,1,2,,2.0,,1.0,1,condominium,,Selangor,1.0,5396.0,704200.0,11669.0,Accept,8
6,Self_Employed,535218.0,22.0,yes,1,2,,2.0,,,2,condominium,12.0,Selangor,3.0,5277.0,1298507.0,7696.0,Accept,8
6,Self_Employed,487714.0,12.0,no,1,2,10.0,2.0,3.0,1.0,1,condominium,,Selangor,1.0,6921.0,981334.0,8254.0,Accept,7
6,Self_Employed,604448.0,22.0,yes,1,2,10.0,2.0,,1.0,1,condominium,12.0,Selangor,1.0,11597.0,1446427.0,19486.0,Accept,7
6,Self_Employed,163397.0,18.0,no,1,2,10.0,,3.0,1.0,2,condominium,,Selangor,2.0,8867.0,814597.0,17978.0,Reject,7
6,Self_Employed,760898.0,21.0,yes,1,2,10.0,2.0,3.0,1.0,1,condominium,12.0,Selangor,1.0,11779.0,892300.0,,Reject,6
6,Self_Employed,,10.0,no,1,2,10.0,2.0,,1.0,2,condominium,12.0,Selangor,1.0,11812.0,738309.0,19627.0,Accept,9
6,Self_Employed,,15.0,yes,1,2,,,3.0,,2,condominium,12.0,Selangor,2.0,,500117.0,12069.0,Reject,7
6,Self_Employed,597143.0,21.0,no,1,2,10.0,2.0,,1.0,2,condominium,12.0,Selangor,,7361.0,447998.0,,Accept,8
6,Self_Employed,407561.0,20.0,yes,1,2,10.0,2.0,,,1,condominium,12.0,Selangor,3.0,8255.0,,16672.0,Accept,6
6,Self_Employed,640528.0,21.0,no,1,2,10.0,2.0,3.0,1.0,1,condominium,,Selangor,,4841.0,514139.0,12290.0,Accept,6
6,Self_Employed,444232.0,15.0,yes,1,2,,2.0,3.0,1.0,2,condominium,,Selangor,1.0,,1269704.0,,Accept,6
6,Self_Employed,191141.0,19.0,no,1,2,10.0,,3.0,,1,condominium,,Selangor,2.0,11659.0,459835.0,,Accept,8
6,Self_Employed,,,yes,1,2,,2.0,3.0,,3,condominium,12.0,Selangor,,4835.0,1280341.0,11601.0,Accept,6
6,Self_Employed,252131.0,10.0,no,1,2,,2.0,,,3,condominium,12.0,Selangor,,6258.0,642398.0,,Reject,6
6,Self_Employed,,19.0,yes,1,2,,,3.0,,2,condominium,12.0,Selangor,1.0,4011.0,876987.0,,Accept,7
6,Self_Employed,481693.0,14.0,no,1,2,10.0,2.0,3.0,,2,condominium,12.0,Selangor,,4544.0,1268362.0,,Accept,9
6,Self_Employed,485201.0,11.0,yes,1,2,10.0,,3.0,,1,condominium,,Selangor,3.0,6029.0,654237.0,8051.0,Accept,7
6,Self_Employed,217631.0,18.0,no,1,2,,,3.0,,1,condominium,,Selangor,1.0,10762.0,824670.0,18085.0,Accept,8
6,Self_Employed,571064.0,13.0,yes,1,2,10.0,2.0,3.0,1.0,3,condominium,,Selangor,3.0,4639.0,1351462.0,,Accept,9
6,Self_Employed,157102.0,21.0,no,1,2,10.0,2.0,3.0,,2,condominium,12.0,Selangor,,6838.0,502893.0,18094.0,Reject,7
6,Self_Employed,438651.0,13.0,yes,1,2,,2.0,3.0,,3,condominium,12.0,Selangor,3.0,7097.0,1114558.0,,Accept,9
6,Self_Employed,217296.0,18.0,no,1,2,10.0,,3.0,,1,condominium,12.0,Selangor,2.0,12078.0,1220529.0,19717.0,Accept,9
6,Self_Employed,651792.0,12.0,yes,1,2,,2.0,,1.0,3,condominium,12.0,Selangor,,,1044126.0,9102.0,Accept,6
6,Self_Employed,699339.0,15.0,no,1,2,,2.0,,,3,condominium,12.0,Selangor,1.0,5022.0,1246219.0,,Accept,7
4,employee,191980.0,19.0,yes,1,2,11.0,5.0,3.0,3.0,2,condominium,10.0,Selangor,,4672.0,1084870.0,8833.0,Reject,8
4,employee,794279.0,14.0,no,1,2,11.0,,3.0,3.0,2,condominium,10.0,Selangor,3.0,6052.0,727223.0,12542.0,Accept,9
4,employee,174217.0,15.0,yes,1,2,11.0,5.0,3.0,3.0,2,condominium,10.0,Selangor,3.0,4758.0,1259443.0,17014.0,Reject,7
4,employee,351879.0,21.0,no,1,2,11.0,5.0,3.0,,3,condominium,,Selangor,1.0,10727.0,559009.0,11302.0,Reject,9
4,employee,422686.0,14.0,yes,1,2,11.0,,3.0,3.0,1,condominium,10.0,Selangor,3.0,9097.0,,17204.0,Accept,8
4,employee,259411.0,14.0,no,1,2,11.0,5.0,,3.0,1,condominium,10.0,Selangor,,11609.0,503237.0,10098.0,Reject,6
4,employee,135765.0,20.0,yes,1,2,,,3.0,,3,condominium,10.0,Selangor,2.0,6668.0,1366780.0,13098.0,Accept,6
4,employee,,16.0,no,1,2,11.0,5.0,3.0,3.0,3,condominium,10.0,Selangor,1.0,7415.0,1003190.0,,Accept,6
4,employee,693519.0,13.0,yes,1,2,11.0,5.0,3.0,,2,condominium,,Selangor,2.0,,1215403.0,7611.0,Reject,9
4,employee,614113.0,,no,1,2,,5.0,,,1,condominium,,Selangor,3.0,9332.0,1030615.0,8000.0,Accept,7
4,employee,666159.0,10.0,yes,1,2,11.0,5.0,3.0,,3,condominium,,Selangor,3.0,9282.0,1426709.0,8205.0,Accept,6
4,employee,539990.0,,no,1,2,11.0,5.0,3.0,,1,condominium,10.0,Selangor,2.0,9735.0,1400765.0,13224.0,Accept,6
4,employee,121616.0,18.0,yes,1,2,11.0,5.0,,,2,condominium,10.0,Selangor,2.0,10960.0,421251.0,12227.0,Reject,6
4,employee,316588.0,,no,1,2,11.0,5.0,3.0,3.0,3,condominium,10.0,Selangor,,,804894.0,7614.0,Accept,9
4,employee,401795.0,,yes,1,2,11.0,5.0,,3.0,1,condominium,10.0,Selangor,2.0,,569987.0,,Accept,6
4,employee,325776.0,13.0,no,1,2,11.0,5.0,,3.0,2,condominium,10.0,Selangor,3.0,11075.0,1049173.0,,Accept,7
4,employee,442615.0,17.0,yes,1,2,11.0,5.0,3.0,,2,condominium,10.0,Selangor,1.0,4449.0,1291072.0,13089.0,Accept,8
4,employee,758621.0,12.0,no,1,2,11.0,5.0,,3.0,2,condominium,,Selangor,1.0,4686.0,624411.0,,Accept,7
4,employee,,23.0,yes,1,2,11.0,5.0,,3.0,1,condominium,10.0,Selangor,2.0,7824.0,808669.0,13491.0,Accept,8
4,employee,251879.0,,no,1,2,11.0,5.0,3.0,,2,condominium,10.0,Selangor,1.0,10672.0,470683.0,,Accept,7
4,employee,729265.0,12.0,yes,1,2,,5.0,,3.0,3,condominium,10.0,Selangor,3.0,,1283187.0,,Reject,7
4,employee,543417.0,20.0,no,1,2,,,3.0,3.0,2,condominium,10.0,Selangor,,,584462.0,10326.0,Accept,6
4,employee,,10.0,yes,1,2,11.0,,3.0,3.0,1,condominium,10.0,Selangor,3.0,4971.0,1141813.0,,Accept,7
4,employee,270087.0,13.0,no,1,2,11.0,5.0,3.0,3.0,3,condominium,10.0,Selangor,,,,16626.0,Reject,7
4,employee,638027.0,,yes,1,2,11.0,5.0,3.0,3.0,1,condominium,,Selangor,,11559.0,,,Reject,7
4,employee,744346.0,21.0,no,1,2,,5.0,3.0,3.0,1,condominium,10.0,Selangor,,,934811.0,,Reject,6
4,employee,,10.0,yes,1,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,3.0,12013.0,973818.0,16520.0,Accept,7
4,employee,,18.0,no,1,2,11.0,5.0,,,3,condominium,10.0,Selangor,,4626.0,903774.0,18121.0,Accept,8
4,employee,,23.0,yes,1,2,11.0,5.0,3.0,,1,condominium,10.0,Selangor,,8375.0,1319488.0,18381.0,Accept,9
4,employee,,22.0,no,1,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,2.0,10342.0,1030112.0,,Accept,6
4,employee,174606.0,23.0,yes,1,2,,5.0,3.0,,2,condominium,10.0,Selangor,3.0,,1329843.0,12645.0,Accept,6
4,employee,,11.0,no,1,2,11.0,5.0,,3.0,2,condominium,10.0,Selangor,3.0,8120.0,,7595.0,Reject,6
4,employee,,12.0,yes,1,2,11.0,5.0,3.0,3.0,1,condominium,,Selangor,2.0,5355.0,,,Accept,7
4,employee,325522.0,12.0,no,1,2,11.0,,3.0,3.0,2,condominium,10.0,Selangor,2.0,3690.0,1317165.0,,Accept,9
4,employee,,15.0,yes,1,2,11.0,,3.0,3.0,3,condominium,10.0,Selangor,1.0,,1310838.0,,Accept,6
4,employee,303442.0,16.0,no,1,2,11.0,5.0,,3.0,1,condominium,10.0,Selangor,1.0,8816.0,1342002.0,,Accept,6
4,employee,466117.0,,yes,1,2,,5.0,3.0,,3,condominium,,Selangor,2.0,10902.0,613608.0,14541.0,Reject,9
4,employee,739671.0,,no,1,2,11.0,5.0,3.0,3.0,1,condominium,,Selangor,,6587.0,,,Accept,9
4,employee,158951.0,23.0,yes,1,2,11.0,5.0,,3.0,3,condominium,10.0,Selangor,2.0,10347.0,1189591.0,9621.0,Accept,7
4,employee,768227.0,,no,1,2,11.0,5.0,3.0,,3,condominium,10.0,Selangor,1.0,7841.0,739375.0,,Accept,6
4,employee,126466.0,14.0,yes,1,2,,,3.0,3.0,1,condominium,,Selangor,,8067.0,1234236.0,,Accept,6
4,employee,622209.0,13.0,no,1,2,,5.0,,3.0,3,condominium,10.0,Selangor,1.0,6615.0,1253154.0,,Reject,7
4,employee,528103.0,,yes,1,2,11.0,5.0,,3.0,1,condominium,,Selangor,2.0,8214.0,1087889.0,,Accept,6
4,employee,390155.0,20.0,no,1,2,,5.0,3.0,3.0,3,condominium,10.0,Selangor,1.0,4343.0,595413.0,13922.0,Reject,9
4,employee,113707.0,,yes,1,2,,,3.0,,1,condominium,10.0,Selangor,1.0,3851.0,541604.0,17967.0,Accept,6
4,employee,757294.0,19.0,no,1,2,11.0,5.0,3.0,,1,condominium,10.0,Selangor,,10247.0,1281373.0,,Accept,7
4,employee,662723.0,15.0,yes,1,2,11.0,,,,2,condominium,10.0,Selangor,3.0,11249.0,,12354.0,Reject,6
4,employee,545674.0,13.0,no,1,2,,,,3.0,1,condominium,10.0,Selangor,2.0,5620.0,604906.0,,Accept,7
4,employee,724673.0,14.0,yes,1,2,11.0,,3.0,3.0,1,condominium,10.0,Selangor,2.0,7163.0,782086.0,,Accept,8
4,employee,,23.0,no,1,2,11.0,5.0,3.0,3.0,2,condominium,,Selangor,3.0,,659481.0,,Accept,7
4,employee,482458.0,13.0,yes,1,2,11.0,,,3.0,1,condominium,10.0,Selangor,1.0,12261.0,555916.0,7749.0,Accept,7
4,employee,307783.0,14.0,no,1,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,1.0,9956.0,,,Accept,7
4,employee,718250.0,20.0,yes,1,2,,5.0,3.0,3.0,1,condominium,10.0,Selangor,2.0,9493.0,841883.0,15408.0,Reject,6
4,employee,,10.0,no,1,2,11.0,,3.0,3.0,1,condominium,10.0,Selangor,1.0,6076.0,792275.0,12516.0,Accept,9
4,employee,418743.0,16.0,yes,1,2,11.0,,,,3,condominium,,Selangor,3.0,8833.0,458970.0,14283.0,Accept,8
4,employee,,20.0,no,1,2,,,,,3,condominium,,Selangor,1.0,7582.0,519139.0,9378.0,Accept,8
4,employee,158830.0,12.0,yes,1,2,,5.0,3.0,,3,condominium,10.0,Selangor,3.0,,779708.0,,Accept,8
4,employee,,22.0,no,1,2,,5.0,,3.0,2,condominium,10.0,Selangor,2.0,9878.0,992639.0,13141.0,Accept,7
4,employee,186962.0,,yes,1,2,11.0,,3.0,,1,condominium,10.0,Selangor,1.0,9052.0,818928.0,14496.0,Accept,8
4,employee,752211.0,19.0,no,1,2,11.0,5.0,,3.0,1,condominium,10.0,Selangor,,8381.0,1252615.0,14170.0,Accept,9
4,employee,181808.0,,yes,1,2,,5.0,3.0,3.0,1,condominium,10.0,Selangor,3.0,12014.0,1243171.0,16992.0,Accept,9
4,employee,640073.0,12.0,no,1,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,2.0,4453.0,1142989.0,9588.0,Accept,6
4,employee,281381.0,23.0,yes,1,2,,5.0,,3.0,1,condominium,10.0,Selangor,3.0,12132.0,1435664.0,,Accept,8
4,employee,,,no,1,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,1.0,3740.0,,18158.0,Reject,7
4,employee,,12.0,yes,1,2,,5.0,3.0,3.0,1,condominium,10.0,Selangor,2.0,,1416719.0,13128.0,Accept,6
4,employee,588891.0,21.0,no,1,2,11.0,5.0,3.0,,2,condominium,10.0,Selangor,1.0,,,11753.0,Accept,9
4,employee,641364.0,17.0,yes,1,2,,5.0,3.0,3.0,2,condominium,10.0,Selangor,,10755.0,1295815.0,8201.0,Accept,6
4,employee,124163.0,11.0,no,1,2,11.0,5.0,3.0,,3,condominium,,Selangor,2.0,,1200841.0,,Accept,8
4,employee,230698.0,,yes,1,2,11.0,5.0,3.0,3.0,2,condominium,,Selangor,3.0,7725.0,1083607.0,,Accept,8
4,employee,116437.0,,no,1,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,1.0,8539.0,1072765.0,13722.0,Accept,8
4,employee,275773.0,12.0,yes,1,2,11.0,5.0,3.0,3.0,3,condominium,,Selangor,2.0,6023.0,600262.0,,Accept,7
4,employee,455895.0,15.0,no,1,2,,5.0,3.0,,3,condominium,10.0,Selangor,3.0,8797.0,421344.0,13321.0,Accept,7
4,employee,759235.0,24.0,yes,1,2,,5.0,3.0,3.0,2,condominium,10.0,Selangor,2.0,4004.0,431456.0,,Accept,8
4,employee,184394.0,17.0,no,1,2,,5.0,,3.0,2,condominium,10.0,Selangor,1.0,10899.0,752183.0,15088.0,Accept,9
4,employee,,19.0,yes,1,2,11.0,5.0,3.0,3.0,3,condominium,,Selangor,3.0,9025.0,506801.0,,Accept,7
4,employee,576752.0,13.0,no,1,2,,5.0,3.0,,1,condominium,10.0,Selangor,1.0,8230.0,627257.0,16750.0,Accept,9
4,employee,,24.0,yes,1,2,,5.0,,3.0,3,condominium,10.0,Selangor,1.0,,511901.0,8057.0,Reject,7
4,employee,193519.0,11.0,no,1,2,11.0,,3.0,3.0,3,condominium,10.0,Selangor,1.0,,1248725.0,15827.0,Accept,7
4,employee,,10.0,yes,1,2,,5.0,3.0,3.0,2,condominium,,Selangor,2.0,5736.0,1265338.0,15414.0,Accept,7
4,employee,642934.0,22.0,no,1,2,11.0,5.0,,3.0,3,condominium,10.0,Selangor,1.0,5417.0,1261763.0,8687.0,Accept,8
4,employee,626874.0,23.0,yes,1,2,11.0,,3.0,,3,condominium,10.0,Kuala Lumpur,,8302.0,,,Reject,8
4,employee,382808.0,22.0,no,1,2,11.0,5.0,3.0,3.0,2,condominium,10.0,Kuala Lumpur,3.0,4964.0,901445.0,16887.0,Accept,6
4,employee,,15.0,yes,1,2,11.0,,3.0,,3,condominium,10.0,Kuala Lumpur,,4456.0,555742.0,19295.0,Accept,8
4,employee,,10.0,no,1,2,11.0,5.0,3.0,,2,condominium,,Kuala Lumpur,1.0,12513.0,1306813.0,,Accept,6
4,employee,273102.0,11.0,yes,1,2,11.0,5.0,3.0,3.0,2,condominium,10.0,Kuala Lumpur,,5779.0,960559.0,,Accept,7
4,employee,,10.0,no,1,2,11.0,5.0,,3.0,3,condominium,10.0,Kuala Lumpur,,5582.0,1316906.0,,Accept,7
4,employee,478099.0,19.0,yes,1,2,11.0,5.0,3.0,3.0,2,condominium,10.0,Kuala Lumpur,2.0,3946.0,1048240.0,14815.0,Accept,8
4,employee,606341.0,17.0,no,1,2,,5.0,,3.0,1,condominium,10.0,Kuala Lumpur,,,708910.0,,Accept,8
4,employee,629996.0,24.0,yes,1,2,11.0,5.0,,3.0,2,condominium,,Kuala Lumpur,,12245.0,462597.0,,Reject,8
4,employee,194781.0,11.0,no,1,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Kuala Lumpur,,,1060182.0,,Reject,9
4,employee,698049.0,12.0,yes,1,2,11.0,5.0,3.0,,2,condominium,10.0,Kuala Lumpur,,,,8674.0,Accept,7
4,employee,798549.0,22.0,no,1,2,11.0,,,3.0,2,condominium,10.0,Kuala Lumpur,,8974.0,673946.0,11371.0,Accept,8
4,employee,596816.0,20.0,yes,1,2,11.0,,3.0,3.0,1,condominium,10.0,Kuala Lumpur,2.0,7241.0,,7587.0,Accept,9
4,employee,198093.0,,no,1,2,11.0,5.0,3.0,3.0,2,condominium,10.0,Kuala Lumpur,,4344.0,817300.0,17362.0,Reject,7
4,employee,394827.0,13.0,yes,1,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Kuala Lumpur,2.0,,1334156.0,,Accept,8
4,employee,,,no,1,2,11.0,5.0,3.0,3.0,2,condominium,10.0,Kuala Lumpur,2.0,6427.0,1114332.0,16751.0,Accept,6
4,employee,656740.0,,yes,1,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Kuala Lumpur,2.0,4693.0,1042157.0,15534.0,Accept,6
4,employee,771770.0,17.0,no,1,2,11.0,5.0,3.0,,2,condominium,10.0,Kuala Lumpur,1.0,11433.0,508500.0,17103.0,Accept,6
4,employee,550668.0,24.0,yes,1,2,11.0,,3.0,3.0,1,condominium,10.0,Kuala Lumpur,2.0,6090.0,1367194.0,,Accept,6
4,employee,181127.0,16.0,no,1,2,11.0,,,,2,condominium,,Kuala Lumpur,2.0,4675.0,1360757.0,,Accept,9
6,employee,352969.0,19.0,yes,1,2,,4.0,2.0,3.0,2,condominium,10.0,Kuala Lumpur,,8337.0,1344679.0,19064.0,Accept,9
6,employee,193485.0,,no,1,2,,4.0,,,1,condominium,10.0,Kuala Lumpur,3.0,8938.0,1312040.0,12877.0,Accept,9
6,employee,,,yes,1,2,,4.0,2.0,,1,condominium,10.0,Kuala Lumpur,1.0,,,,Accept,8
6,employee,481879.0,,no,1,2,,4.0,2.0,,1,condominium,10.0,Kuala Lumpur,1.0,,,,Reject,6
6,employee,649792.0,12.0,yes,1,2,12.0,4.0,2.0,3.0,1,condominium,10.0,Kuala Lumpur,,,1186048.0,10961.0,Reject,6
6,employee,784320.0,17.0,no,1,2,12.0,4.0,2.0,3.0,2,condominium,10.0,Kuala Lumpur,,8308.0,1237389.0,,Accept,6
6,employee,392487.0,20.0,yes,1,2,12.0,,2.0,,2,condominium,10.0,Kuala Lumpur,,12187.0,1076827.0,16494.0,Accept,8
6,employee,319486.0,15.0,no,1,2,12.0,4.0,2.0,,2,condominium,10.0,Kuala Lumpur,2.0,4548.0,1281808.0,11003.0,Accept,8
6,employee,262829.0,16.0,yes,1,2,12.0,4.0,2.0,,2,condominium,10.0,Kuala Lumpur,,6904.0,,,Accept,7
6,employee,567578.0,23.0,no,1,2,,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,3.0,,1295481.0,,Reject,9
6,employee,,13.0,yes,1,2,12.0,4.0,,3.0,1,condominium,10.0,Kuala Lumpur,,,986496.0,,Accept,8
6,employee,794029.0,11.0,no,1,2,12.0,,2.0,3.0,2,condominium,10.0,Kuala Lumpur,2.0,10328.0,1161224.0,18360.0,Accept,7
6,employee,,14.0,yes,1,2,,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,1.0,9009.0,1156049.0,17459.0,Reject,9
6,employee,,15.0,no,1,2,,4.0,2.0,3.0,2,condominium,10.0,Kuala Lumpur,,,1174842.0,,Reject,8
6,employee,342691.0,,yes,1,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,,,1348551.0,19118.0,Reject,9
6,employee,597047.0,16.0,no,1,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,,,867715.0,,Accept,9
6,employee,790337.0,13.0,yes,1,2,12.0,4.0,2.0,,3,condominium,10.0,Kuala Lumpur,2.0,,1121604.0,,Accept,9
6,employee,303147.0,12.0,no,1,2,12.0,,2.0,,1,condominium,10.0,Kuala Lumpur,3.0,10479.0,1015128.0,15100.0,Accept,8
6,employee,,,yes,1,2,12.0,4.0,2.0,3.0,3,condominium,,Kuala Lumpur,,6749.0,699890.0,9430.0,Accept,8
6,employee,241560.0,17.0,no,1,2,12.0,,2.0,3.0,3,condominium,10.0,Kuala Lumpur,,,660307.0,19554.0,Reject,9
6,employee,501093.0,22.0,yes,1,2,12.0,4.0,2.0,,1,condominium,10.0,Kuala Lumpur,2.0,,675616.0,,Accept,7
6,employee,,13.0,no,1,2,12.0,4.0,,3.0,1,condominium,10.0,Kuala Lumpur,,10202.0,1093779.0,18521.0,Accept,6
6,employee,387842.0,,yes,1,2,12.0,4.0,,3.0,3,condominium,10.0,Kuala Lumpur,3.0,3969.0,1057396.0,7961.0,Accept,7
6,employee,193662.0,19.0,no,1,2,,4.0,,3.0,3,condominium,10.0,Kuala Lumpur,,5027.0,,9929.0,Accept,7
6,employee,553959.0,22.0,yes,1,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,,11391.0,1235688.0,9802.0,Accept,9
6,employee,,15.0,no,1,2,12.0,,,3.0,1,condominium,10.0,Kuala Lumpur,2.0,8621.0,644625.0,9474.0,Accept,7
6,employee,378309.0,15.0,yes,1,2,12.0,4.0,,,2,condominium,10.0,Kuala Lumpur,1.0,5536.0,1194764.0,,Accept,6
6,employee,,21.0,no,1,2,12.0,4.0,2.0,,2,condominium,10.0,Kuala Lumpur,,5768.0,1239117.0,14473.0,Accept,7
6,employee,540418.0,,yes,1,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,2.0,4470.0,1129601.0,,Accept,9
6,employee,633691.0,17.0,no,1,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,2.0,8235.0,679806.0,15835.0,Accept,8
6,employee,173002.0,15.0,yes,1,2,12.0,,,3.0,2,condominium,10.0,Kuala Lumpur,,,935944.0,9824.0,Accept,6
6,employee,477653.0,19.0,no,1,2,12.0,4.0,2.0,3.0,2,condominium,10.0,Kuala Lumpur,3.0,6564.0,981908.0,,Reject,9
6,employee,,14.0,yes,1,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,,,,15691.0,Accept,6
6,employee,100837.0,21.0,no,1,2,12.0,4.0,2.0,3.0,3,condominium,,Kuala Lumpur,3.0,4844.0,876740.0,12731.0,Reject,6
6,employee,512246.0,18.0,yes,1,2,,,,,1,condominium,10.0,Kuala Lumpur,1.0,5184.0,1346080.0,9524.0,Accept,6
6,employee,260794.0,16.0,no,1,2,,,,3.0,3,condominium,10.0,Kuala Lumpur,2.0,8909.0,,,Accept,7
6,employee,301909.0,14.0,yes,1,2,12.0,4.0,,3.0,3,condominium,10.0,Kuala Lumpur,2.0,4268.0,715112.0,11533.0,Accept,8
6,employee,105876.0,16.0,no,1,2,12.0,4.0,2.0,,3,condominium,10.0,Kuala Lumpur,,11070.0,851848.0,9436.0,Accept,6
6,employee,474268.0,10.0,yes,1,2,12.0,4.0,,3.0,1,condominium,10.0,Kuala Lumpur,1.0,9883.0,1161619.0,,Accept,7
6,employee,532050.0,22.0,no,1,2,12.0,4.0,,3.0,1,condominium,,Kuala Lumpur,2.0,,879381.0,11407.0,Reject,8
6,employee,,,yes,1,2,12.0,4.0,2.0,3.0,1,condominium,10.0,Kuala Lumpur,1.0,6544.0,757700.0,12954.0,Reject,9
6,employee,699890.0,18.0,no,1,2,12.0,4.0,,3.0,3,condominium,10.0,Kuala Lumpur,,11757.0,948346.0,14917.0,Accept,9
6,employee,525276.0,17.0,yes,1,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,1.0,,991818.0,13501.0,Reject,7
